OID_,FieldName,ZONE_CODE,COUNT,AREA,Variable,Dimensions,StdTime,StdTime_Max,MEAN,STD
61,19_K,7,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,6.140654789479683,0.023919872000101
62,19_M,8,6.000000000000000,6000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.643873452125325,0.103364161555431
63,19_N,9,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.356403647865132,0.081886792972451
64,19_O,10,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.501823699963232,0.223135814656957
65,19_P,11,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,5.110343753873480,0.042640080204060
66,19_T,12,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,2.940981391252952,0.043020767884908
67,19_V,13,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.087150783796007,0.029295073790439
68,19_W,14,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,4.405634574864208,0.042649070154000
69,19_X_A,15,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.664262747190911,0.087517195627308
70,19_X_B,16,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.969045905678205,0.111797145557806
71,19_Y,17,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,3.631631746851518,0.113473474369207
72,19_Z,18,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/04/2018 00:00:00,01/05/2018 00:00:00,4.184734767065954,0.077593513207084
73,19_A,1,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,8.052498441496384,0.092152579791727
74,19_AA,2,5.000000000000000,5000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.261203040175426,0.079128221172592
75,19_BB,3,4.000000000000000,4000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,6.438736697345296,0.024976786921404
76,19_E,4,3.000000000000000,3000000.000000000000000,tasmin,StdTime,01/05/2018 00:00:00,01/06/2018 00:00:00,8.222300579038698,0.076374826579129
